end,label,match_type,sample_id,score,source,start,text
184,PROJECT_CODE,exact,exp_0213,0.99,rule,173,PC-NOVA-117
204,COST_CENTER,exact,exp_0213,0.99,rule,198,CC-410
224,EMPLOYEE_ID,exact,exp_0213,0.99,rule,218,E-4212
256,EMAIL,exact,exp_0213,0.99,rule,232,marcus.reed@corp.example
279,PHONE_NUMBER,exact,exp_0213,0.99,rule,264,+1-415-555-0186
140,VENDOR,false_positive,exp_0213,0.56,gliner_heuristic,114,vendor North Point Kitchen
19,PERSON,exact,exp_0214,0.64,gliner_heuristic,9,Priya Shah
82,VENDOR,exact,exp_0214,0.56,gliner_heuristic,77,Slack
99,DATE,exact,exp_0214,0.99,rule,89,2026-04-13
130,AMOUNT,exact,exp_0214,0.99,rule,121,"$1,520.00"
153,INVOICE_ID,exact,exp_0214,0.99,rule,140,INV-2026-0253
174,PROJECT_CODE,exact,exp_0214,0.99,rule,163,PC-NOVA-117
194,COST_CENTER,exact,exp_0214,0.99,rule,188,CC-612
214,EMPLOYEE_ID,exact,exp_0214,0.99,rule,208,E-4213
245,EMAIL,exact,exp_0214,0.99,rule,222,priya.shah@corp.example
268,PHONE_NUMBER,exact,exp_0214,0.99,rule,253,+1-312-555-0191
20,PERSON,exact,exp_0215,0.64,gliner_heuristic,9,John Miller
68,DATE,exact,exp_0215,0.99,rule,58,2026-04-20
88,EMPLOYEE_ID,exact,exp_0215,0.99,rule,82,E-4214
116,VENDOR,exact,exp_0215,0.56,gliner_heuristic,97,North Point Kitchen
132,AMOUNT,exact,exp_0215,0.99,rule,125,$362.15
162,CARD_LAST4,exact,exp_0215,0.99,rule,158,5014
233,PROJECT_CODE,exact,exp_0215,0.99,rule,219,PC-POLARIS-336
253,COST_CENTER,exact,exp_0215,0.99,rule,247,CC-275
276,INVOICE_ID,exact,exp_0215,0.99,rule,263,INV-2026-0254
321,EMAIL,exact,exp_0215,0.99,rule,297,john.miller@corp.example
340,PHONE_NUMBER,exact,exp_0215,0.99,rule,325,+1-617-555-0142
418,VENDOR,false_positive,exp_0215,0.56,gliner_heuristic,404,and invoice ID
20,PERSON,exact,exp_0216,0.64,gliner_heuristic,9,Marcus Reed
59,AMOUNT,exact,exp_0216,0.99,rule,53,$28.55
73,DATE,exact,exp_0216,0.99,rule,63,2026-04-09
93,VENDOR,exact,exp_0216,0.56,gliner_heuristic,79,Lyft Corporate
113,EMPLOYEE_ID,exact,exp_0216,0.99,rule,107,E-4215
136,INVOICE_ID,exact,exp_0216,0.99,rule,123,INV-2026-0255
154,CARD_LAST4,exact,exp_0216,0.99,rule,150,5015
186,EMAIL,exact,exp_0216,0.99,rule,162,marcus.reed@corp.example
209,PHONE_NUMBER,exact,exp_0216,0.99,rule,194,+1-415-555-0186
20,PERSON,exact,exp_0217,0.64,gliner_heuristic,9,Daniel Chen
68,DATE,exact,exp_0217,0.99,rule,58,2026-04-10
88,EMPLOYEE_ID,exact,exp_0217,0.99,rule,82,E-4216
109,VENDOR,exact,exp_0217,0.56,gliner_heuristic,97,Harbor Grill
125,AMOUNT,exact,exp_0217,0.99,rule,118,$482.15
155,CARD_LAST4,exact,exp_0217,0.99,rule,151,5016
221,PROJECT_CODE,exact,exp_0217,0.99,rule,210,PC-NOVA-117
241,COST_CENTER,exact,exp_0217,0.99,rule,235,CC-612
264,INVOICE_ID,exact,exp_0217,0.99,rule,251,INV-2026-0256
309,EMAIL,exact,exp_0217,0.99,rule,285,daniel.chen@corp.example
328,PHONE_NUMBER,exact,exp_0217,0.99,rule,313,+1-408-555-0163
20,PERSON,exact,exp_0218,0.64,gliner_heuristic,9,John Miller
51,VENDOR,exact,exp_0218,0.56,gliner_heuristic,34,Hilton Garden Inn
65,DATE,exact,exp_0218,0.99,rule,55,2026-04-02
114,AMOUNT,exact,exp_0218,0.99,rule,107,$701.25
134,EMPLOYEE_ID,exact,exp_0218,0.99,rule,128,E-4217
157,INVOICE_ID,exact,exp_0218,0.99,rule,144,INV-2026-0257
178,PROJECT_CODE,exact,exp_0218,0.99,rule,167,PC-NOVA-117
198,COST_CENTER,exact,exp_0218,0.99,rule,192,CC-730
216,CARD_LAST4,exact,exp_0218,0.99,rule,212,5017
250,EMAIL,exact,exp_0218,0.99,rule,226,john.miller@corp.example
269,PHONE_NUMBER,exact,exp_0218,0.99,rule,254,+1-617-555-0142
21,PERSON,exact,exp_0219,0.64,gliner_heuristic,9,Ava Thompson
50,DATE,exact,exp_0219,0.99,rule,40,2026-04-05
67,VENDOR,exact,exp_0219,0.56,gliner_heuristic,60,JetBlue
90,AMOUNT,exact,exp_0219,0.99,rule,81,"$1,388.70"
110,EMPLOYEE_ID,exact,exp_0219,0.99,rule,104,E-4218
133,INVOICE_ID,exact,exp_0219,0.99,rule,120,INV-2026-0258
155,PROJECT_CODE,exact,exp_0219,0.99,rule,143,PC-ORBIT-518
175,COST_CENTER,exact,exp_0219,0.99,rule,169,CC-730
208,EMAIL,exact,exp_0219,0.99,rule,183,ava.thompson@corp.example
231,PHONE_NUMBER,exact,exp_0219,0.99,rule,216,+1-646-555-0131
21,PERSON,exact,exp_0220,0.64,gliner_heuristic,9,Ava Thompson
61,AMOUNT,exact,exp_0220,0.99,rule,54,$119.90
75,DATE,exact,exp_0220,0.99,rule,65,2026-04-13
94,VENDOR,exact,exp_0220,0.56,gliner_heuristic,81,Uber Business
114,EMPLOYEE_ID,exact,exp_0220,0.99,rule,108,E-4219
137,INVOICE_ID,exact,exp_0220,0.99,rule,124,INV-2026-0259
155,CARD_LAST4,exact,exp_0220,0.99,rule,151,5019
188,EMAIL,exact,exp_0220,0.99,rule,163,ava.thompson@corp.example
211,PHONE_NUMBER,exact,exp_0220,0.99,rule,196,+1-646-555-0131
21,PERSON,exact,exp_0221,0.64,gliner_heuristic,9,Elena Garcia
73,AMOUNT,exact,exp_0221,0.99,rule,66,$420.00
85,AMOUNT,exact,exp_0221,0.99,rule,79,$21.00
97,AMOUNT,exact,exp_0221,0.99,rule,91,$31.15
111,DATE,exact,exp_0221,0.99,rule,101,2026-04-05
157,INVOICE_ID,exact,exp_0221,0.99,rule,144,INV-2026-0260
179,PROJECT_CODE,exact,exp_0221,0.99,rule,167,PC-ORBIT-518
199,COST_CENTER,exact,exp_0221,0.99,rule,193,CC-410
219,EMPLOYEE_ID,exact,exp_0221,0.99,rule,213,E-4220
252,EMAIL,exact,exp_0221,0.99,rule,227,elena.garcia@corp.example
275,PHONE_NUMBER,exact,exp_0221,0.99,rule,260,+1-206-555-0174
134,VENDOR,false_positive,exp_0221,0.56,gliner_heuristic,115,vendor Harbor Grill
19,PERSON,exact,exp_0222,0.64,gliner_heuristic,9,Noah Patel
86,VENDOR,exact,exp_0222,0.56,gliner_heuristic,77,Atlassian
103,DATE,exact,exp_0222,0.99,rule,93,2026-04-13
134,AMOUNT,exact,exp_0222,0.99,rule,125,"$1,250.00"
157,INVOICE_ID,exact,exp_0222,0.99,rule,144,INV-2026-0261
179,PROJECT_CODE,exact,exp_0222,0.99,rule,167,PC-ORBIT-518
199,COST_CENTER,exact,exp_0222,0.99,rule,193,CC-730
219,EMPLOYEE_ID,exact,exp_0222,0.99,rule,213,E-4221
250,EMAIL,exact,exp_0222,0.99,rule,227,noah.patel@corp.example
273,PHONE_NUMBER,exact,exp_0222,0.99,rule,258,+1-202-555-0118
19,PERSON,exact,exp_0223,0.64,gliner_heuristic,9,Noah Patel
67,DATE,exact,exp_0223,0.99,rule,57,2026-04-16
87,EMPLOYEE_ID,exact,exp_0223,0.99,rule,81,E-4222
108,VENDOR,exact,exp_0223,0.56,gliner_heuristic,96,Slate & Fork
124,AMOUNT,exact,exp_0223,0.99,rule,117,$362.15
154,CARD_LAST4,exact,exp_0223,0.99,rule,150,5022
221,PROJECT_CODE,exact,exp_0223,0.99,rule,209,PC-ALPHA-204
241,COST_CENTER,exact,exp_0223,0.99,rule,235,CC-410
264,INVOICE_ID,exact,exp_0223,0.99,rule,251,INV-2026-0262
308,EMAIL,exact,exp_0223,0.99,rule,285,noah.patel@corp.example
327,PHONE_NUMBER,exact,exp_0223,0.99,rule,312,+1-202-555-0118
405,VENDOR,false_positive,exp_0223,0.56,gliner_heuristic,391,and invoice ID
21,PERSON,exact,exp_0224,0.64,gliner_heuristic,9,Ava Thompson
60,AMOUNT,exact,exp_0224,0.99,rule,54,$54.20
74,DATE,exact,exp_0224,0.99,rule,64,2026-04-17
95,VENDOR,exact,exp_0224,0.56,gliner_heuristic,80,Metro Black Car
115,EMPLOYEE_ID,exact,exp_0224,0.99,rule,109,E-4223
138,INVOICE_ID,exact,exp_0224,0.99,rule,125,INV-2026-0263
156,CARD_LAST4,exact,exp_0224,0.99,rule,152,5023
189,EMAIL,exact,exp_0224,0.99,rule,164,ava.thompson@corp.example
212,PHONE_NUMBER,exact,exp_0224,0.99,rule,197,+1-646-555-0131
21,PERSON,exact,exp_0225,0.64,gliner_heuristic,9,Elena Garcia
69,DATE,exact,exp_0225,0.99,rule,59,2026-04-18
89,EMPLOYEE_ID,exact,exp_0225,0.99,rule,83,E-4224
110,VENDOR,exact,exp_0225,0.56,gliner_heuristic,98,Harbor Grill
126,AMOUNT,exact,exp_0225,0.99,rule,119,$450.00
156,CARD_LAST4,exact,exp_0225,0.99,rule,152,5024
220,PROJECT_CODE,exact,exp_0225,0.99,rule,208,PC-ORBIT-518
240,COST_CENTER,exact,exp_0225,0.99,rule,234,CC-730
263,INVOICE_ID,exact,exp_0225,0.99,rule,250,INV-2026-0264
309,EMAIL,exact,exp_0225,0.99,rule,284,elena.garcia@corp.example
328,PHONE_NUMBER,exact,exp_0225,0.99,rule,313,+1-206-555-0174
21,PERSON,exact,exp_0226,0.64,gliner_heuristic,9,Sarah Brooks
57,VENDOR,exact,exp_0226,0.56,gliner_heuristic,35,Embassy Suites Midtown
71,DATE,exact,exp_0226,0.99,rule,61,2026-04-10
120,AMOUNT,exact,exp_0226,0.99,rule,113,$640.00
140,EMPLOYEE_ID,exact,exp_0226,0.99,rule,134,E-4225
163,INVOICE_ID,exact,exp_0226,0.99,rule,150,INV-2026-0265
185,PROJECT_CODE,exact,exp_0226,0.99,rule,173,PC-ORBIT-518
205,COST_CENTER,exact,exp_0226,0.99,rule,199,CC-275
223,CARD_LAST4,exact,exp_0226,0.99,rule,219,5025
258,EMAIL,exact,exp_0226,0.99,rule,233,sarah.brooks@corp.example
277,PHONE_NUMBER,exact,exp_0226,0.99,rule,262,+1-718-555-0152
19,PERSON,exact,exp_0227,0.64,gliner_heuristic,9,Noah Patel
48,DATE,exact,exp_0227,0.99,rule,38,2026-03-29
73,VENDOR,exact,exp_0227,0.56,gliner_heuristic,58,Delta Air Lines
96,AMOUNT,exact,exp_0227,0.99,rule,87,"$1,150.35"
116,EMPLOYEE_ID,exact,exp_0227,0.99,rule,110,E-4226
139,INVOICE_ID,exact,exp_0227,0.99,rule,126,INV-2026-0266
161,PROJECT_CODE,exact,exp_0227,0.99,rule,149,PC-ORBIT-518
181,COST_CENTER,exact,exp_0227,0.99,rule,175,CC-730
212,EMAIL,exact,exp_0227,0.99,rule,189,noah.patel@corp.example
235,PHONE_NUMBER,exact,exp_0227,0.99,rule,220,+1-202-555-0118
21,PERSON,exact,exp_0228,0.64,gliner_heuristic,9,Sarah Brooks
60,AMOUNT,exact,exp_0228,0.99,rule,54,$28.55
74,DATE,exact,exp_0228,0.99,rule,64,2026-04-05
95,VENDOR,exact,exp_0228,0.56,gliner_heuristic,80,Metro Black Car
115,EMPLOYEE_ID,exact,exp_0228,0.99,rule,109,E-4227
138,INVOICE_ID,exact,exp_0228,0.99,rule,125,INV-2026-0267
156,CARD_LAST4,exact,exp_0228,0.99,rule,152,5027
189,EMAIL,exact,exp_0228,0.99,rule,164,sarah.brooks@corp.example
212,PHONE_NUMBER,exact,exp_0228,0.99,rule,197,+1-718-555-0152
19,PERSON,exact,exp_0229,0.64,gliner_heuristic,9,Noah Patel
71,AMOUNT,exact,exp_0229,0.99,rule,64,$420.00
83,AMOUNT,exact,exp_0229,0.99,rule,77,$21.00
95,AMOUNT,exact,exp_0229,0.99,rule,89,$31.15
109,DATE,exact,exp_0229,0.99,rule,99,2026-04-13
155,INVOICE_ID,exact,exp_0229,0.99,rule,142,INV-2026-0268
177,PROJECT_CODE,exact,exp_0229,0.99,rule,165,PC-ALPHA-204
197,COST_CENTER,exact,exp_0229,0.99,rule,191,CC-410
217,EMPLOYEE_ID,exact,exp_0229,0.99,rule,211,E-4228
248,EMAIL,exact,exp_0229,0.99,rule,225,noah.patel@corp.example
271,PHONE_NUMBER,exact,exp_0229,0.99,rule,256,+1-202-555-0118
132,VENDOR,false_positive,exp_0229,0.56,gliner_heuristic,113,vendor Harbor Grill
21,PERSON,exact,exp_0230,0.64,gliner_heuristic,9,Ava Thompson
85,VENDOR,exact,exp_0230,0.56,gliner_heuristic,79,Notion
102,DATE,exact,exp_0230,0.99,rule,92,2026-04-13
131,AMOUNT,exact,exp_0230,0.99,rule,124,$980.00
154,INVOICE_ID,exact,exp_0230,0.99,rule,141,INV-2026-0269
176,PROJECT_CODE,exact,exp_0230,0.99,rule,164,PC-ORBIT-518
196,COST_CENTER,exact,exp_0230,0.99,rule,190,CC-410
216,EMPLOYEE_ID,exact,exp_0230,0.99,rule,210,E-4229
249,EMAIL,exact,exp_0230,0.99,rule,224,ava.thompson@corp.example
272,PHONE_NUMBER,exact,exp_0230,0.99,rule,257,+1-646-555-0131
20,PERSON,exact,exp_0231,0.64,gliner_heuristic,9,John Miller
68,DATE,exact,exp_0231,0.99,rule,58,2026-04-12
88,EMPLOYEE_ID,exact,exp_0231,0.99,rule,82,E-4230
111,VENDOR,exact,exp_0231,0.56,gliner_heuristic,97,Oakline Bistro
127,AMOUNT,exact,exp_0231,0.99,rule,120,$362.15
157,CARD_LAST4,exact,exp_0231,0.99,rule,153,5030
228,PROJECT_CODE,exact,exp_0231,0.99,rule,214,PC-POLARIS-336
248,COST_CENTER,exact,exp_0231,0.99,rule,242,CC-410
271,INVOICE_ID,exact,exp_0231,0.99,rule,258,INV-2026-0270
316,EMAIL,exact,exp_0231,0.99,rule,292,john.miller@corp.example
335,PHONE_NUMBER,exact,exp_0231,0.99,rule,320,+1-617-555-0142
413,VENDOR,false_positive,exp_0231,0.56,gliner_heuristic,399,and invoice ID
21,PERSON,exact,exp_0232,0.64,gliner_heuristic,9,Sarah Brooks
60,AMOUNT,exact,exp_0232,0.99,rule,54,$54.20
74,DATE,exact,exp_0232,0.99,rule,64,2026-04-09
95,VENDOR,exact,exp_0232,0.56,gliner_heuristic,80,Metro Black Car
115,EMPLOYEE_ID,exact,exp_0232,0.99,rule,109,E-4231
138,INVOICE_ID,exact,exp_0232,0.99,rule,125,INV-2026-0271
156,CARD_LAST4,exact,exp_0232,0.99,rule,152,5031
189,EMAIL,exact,exp_0232,0.99,rule,164,sarah.brooks@corp.example
212,PHONE_NUMBER,exact,exp_0232,0.99,rule,197,+1-718-555-0152
21,PERSON,exact,exp_0233,0.64,gliner_heuristic,9,Ava Thompson
69,DATE,exact,exp_0233,0.99,rule,59,2026-04-14
89,EMPLOYEE_ID,exact,exp_0233,0.99,rule,83,E-4232
112,VENDOR,exact,exp_0233,0.56,gliner_heuristic,98,Oakline Bistro
128,AMOUNT,exact,exp_0233,0.99,rule,121,$430.00
158,CARD_LAST4,exact,exp_0233,0.99,rule,154,5032
224,PROJECT_CODE,exact,exp_0233,0.99,rule,213,PC-NOVA-117
244,COST_CENTER,exact,exp_0233,0.99,rule,238,CC-275
267,INVOICE_ID,exact,exp_0233,0.99,rule,254,INV-2026-0272
313,EMAIL,exact,exp_0233,0.99,rule,288,ava.thompson@corp.example
332,PHONE_NUMBER,exact,exp_0233,0.99,rule,317,+1-646-555-0131
20,PERSON,exact,exp_0234,0.64,gliner_heuristic,9,Daniel Chen
50,VENDOR,exact,exp_0234,0.56,gliner_heuristic,34,Motel 6 Downtown
64,DATE,exact,exp_0234,0.99,rule,54,2026-04-18
113,AMOUNT,exact,exp_0234,0.99,rule,106,$701.25
133,EMPLOYEE_ID,exact,exp_0234,0.99,rule,127,E-4233
156,INVOICE_ID,exact,exp_0234,0.99,rule,143,INV-2026-0273
180,PROJECT_CODE,exact,exp_0234,0.99,rule,166,PC-POLARIS-336
200,COST_CENTER,exact,exp_0234,0.99,rule,194,CC-410
218,CARD_LAST4,exact,exp_0234,0.99,rule,214,5033
252,EMAIL,exact,exp_0234,0.99,rule,228,daniel.chen@corp.example
271,PHONE_NUMBER,exact,exp_0234,0.99,rule,256,+1-408-555-0163
19,PERSON,exact,exp_0235,0.64,gliner_heuristic,9,Priya Shah
48,DATE,exact,exp_0235,0.99,rule,38,2026-04-06
65,VENDOR,exact,exp_0235,0.56,gliner_heuristic,58,JetBlue
86,AMOUNT,exact,exp_0235,0.99,rule,79,$820.00
106,EMPLOYEE_ID,exact,exp_0235,0.99,rule,100,E-4234
129,INVOICE_ID,exact,exp_0235,0.99,rule,116,INV-2026-0274
151,PROJECT_CODE,exact,exp_0235,0.99,rule,139,PC-ORBIT-518
171,COST_CENTER,exact,exp_0235,0.99,rule,165,CC-410
202,EMAIL,exact,exp_0235,0.99,rule,179,priya.shah@corp.example
225,PHONE_NUMBER,exact,exp_0235,0.99,rule,210,+1-312-555-0191
20,PERSON,exact,exp_0236,0.64,gliner_heuristic,9,Marcus Reed
59,AMOUNT,exact,exp_0236,0.99,rule,53,$54.20
73,DATE,exact,exp_0236,0.99,rule,63,2026-04-13
94,VENDOR,exact,exp_0236,0.56,gliner_heuristic,79,Metro Black Car
114,EMPLOYEE_ID,exact,exp_0236,0.99,rule,108,E-4235
137,INVOICE_ID,exact,exp_0236,0.99,rule,124,INV-2026-0275
155,CARD_LAST4,exact,exp_0236,0.99,rule,151,5035
187,EMAIL,exact,exp_0236,0.99,rule,163,marcus.reed@corp.example
210,PHONE_NUMBER,exact,exp_0236,0.99,rule,195,+1-415-555-0186
20,PERSON,exact,exp_0237,0.64,gliner_heuristic,9,John Miller
72,AMOUNT,exact,exp_0237,0.99,rule,65,$420.00
84,AMOUNT,exact,exp_0237,0.99,rule,78,$21.00
96,AMOUNT,exact,exp_0237,0.99,rule,90,$31.15
110,DATE,exact,exp_0237,0.99,rule,100,2026-04-11
158,INVOICE_ID,exact,exp_0237,0.99,rule,145,INV-2026-0276
179,PROJECT_CODE,exact,exp_0237,0.99,rule,168,PC-NOVA-117
199,COST_CENTER,exact,exp_0237,0.99,rule,193,CC-275
219,EMPLOYEE_ID,exact,exp_0237,0.99,rule,213,E-4236
251,EMAIL,exact,exp_0237,0.99,rule,227,john.miller@corp.example
274,PHONE_NUMBER,exact,exp_0237,0.99,rule,259,+1-617-555-0142
135,VENDOR,false_positive,exp_0237,0.56,gliner_heuristic,114,vendor Oakline Bistro
21,PERSON,exact,exp_0238,0.64,gliner_heuristic,9,Ava Thompson
88,VENDOR,exact,exp_0238,0.56,gliner_heuristic,79,Atlassian
105,DATE,exact,exp_0238,0.99,rule,95,2026-04-13
136,AMOUNT,exact,exp_0238,0.99,rule,127,"$1,520.00"
159,INVOICE_ID,exact,exp_0238,0.99,rule,146,INV-2026-0277
180,PROJECT_CODE,exact,exp_0238,0.99,rule,169,PC-NOVA-117
200,COST_CENTER,exact,exp_0238,0.99,rule,194,CC-410
220,EMPLOYEE_ID,exact,exp_0238,0.99,rule,214,E-4237
253,EMAIL,exact,exp_0238,0.99,rule,228,ava.thompson@corp.example
276,PHONE_NUMBER,exact,exp_0238,0.99,rule,261,+1-646-555-0131
19,PERSON,exact,exp_0239,0.64,gliner_heuristic,9,Priya Shah
67,DATE,exact,exp_0239,0.99,rule,57,2026-04-20
87,EMPLOYEE_ID,exact,exp_0239,0.99,rule,81,E-4238
110,VENDOR,exact,exp_0239,0.56,gliner_heuristic,96,Oakline Bistro
126,AMOUNT,exact,exp_0239,0.99,rule,119,$362.15
156,CARD_LAST4,exact,exp_0239,0.99,rule,152,5038
225,PROJECT_CODE,exact,exp_0239,0.99,rule,213,PC-ORBIT-518
245,COST_CENTER,exact,exp_0239,0.99,rule,239,CC-730
268,INVOICE_ID,exact,exp_0239,0.99,rule,255,INV-2026-0278
312,EMAIL,exact,exp_0239,0.99,rule,289,priya.shah@corp.example
331,PHONE_NUMBER,exact,exp_0239,0.99,rule,316,+1-312-555-0191
409,VENDOR,false_positive,exp_0239,0.56,gliner_heuristic,395,and invoice ID
20,PERSON,exact,exp_0240,0.64,gliner_heuristic,9,Marcus Reed
60,AMOUNT,exact,exp_0240,0.99,rule,53,$119.90
74,DATE,exact,exp_0240,0.99,rule,64,2026-04-17
95,VENDOR,exact,exp_0240,0.56,gliner_heuristic,80,Metro Black Car
115,EMPLOYEE_ID,exact,exp_0240,0.99,rule,109,E-4239
138,INVOICE_ID,exact,exp_0240,0.99,rule,125,INV-2026-0279
156,CARD_LAST4,exact,exp_0240,0.99,rule,152,5039
188,EMAIL,exact,exp_0240,0.99,rule,164,marcus.reed@corp.example
211,PHONE_NUMBER,exact,exp_0240,0.99,rule,196,+1-415-555-0186
21,PERSON,exact,exp_0241,0.64,gliner_heuristic,9,Ava Thompson
69,DATE,exact,exp_0241,0.99,rule,59,2026-04-10
89,EMPLOYEE_ID,exact,exp_0241,0.99,rule,83,E-4240
117,VENDOR,exact,exp_0241,0.56,gliner_heuristic,98,North Point Kitchen
133,AMOUNT,exact,exp_0241,0.99,rule,126,$430.00
163,CARD_LAST4,exact,exp_0241,0.99,rule,159,5040
227,PROJECT_CODE,exact,exp_0241,0.99,rule,215,PC-ALPHA-204
247,COST_CENTER,exact,exp_0241,0.99,rule,241,CC-275
270,INVOICE_ID,exact,exp_0241,0.99,rule,257,INV-2026-0280
316,EMAIL,exact,exp_0241,0.99,rule,291,ava.thompson@corp.example
335,PHONE_NUMBER,exact,exp_0241,0.99,rule,320,+1-646-555-0131
21,PERSON,exact,exp_0242,0.64,gliner_heuristic,9,Elena Garcia
57,VENDOR,exact,exp_0242,0.56,gliner_heuristic,35,Embassy Suites Midtown
71,DATE,exact,exp_0242,0.99,rule,61,2026-04-08
120,AMOUNT,exact,exp_0242,0.99,rule,113,$701.25
140,EMPLOYEE_ID,exact,exp_0242,0.99,rule,134,E-4241
163,INVOICE_ID,exact,exp_0242,0.99,rule,150,INV-2026-0281
185,PROJECT_CODE,exact,exp_0242,0.99,rule,173,PC-ORBIT-518
205,COST_CENTER,exact,exp_0242,0.99,rule,199,CC-730
223,CARD_LAST4,exact,exp_0242,0.99,rule,219,5041
258,EMAIL,exact,exp_0242,0.99,rule,233,elena.garcia@corp.example
277,PHONE_NUMBER,exact,exp_0242,0.99,rule,262,+1-206-555-0174
19,PERSON,exact,exp_0243,0.64,gliner_heuristic,9,Noah Patel
48,DATE,exact,exp_0243,0.99,rule,38,2026-03-30
73,VENDOR,exact,exp_0243,0.56,gliner_heuristic,58,United Airlines
96,AMOUNT,exact,exp_0243,0.99,rule,87,"$1,388.70"
116,EMPLOYEE_ID,exact,exp_0243,0.99,rule,110,E-4242
139,INVOICE_ID,exact,exp_0243,0.99,rule,126,INV-2026-0282
161,PROJECT_CODE,exact,exp_0243,0.99,rule,149,PC-ORBIT-518
181,COST_CENTER,exact,exp_0243,0.99,rule,175,CC-612
212,EMAIL,exact,exp_0243,0.99,rule,189,noah.patel@corp.example
235,PHONE_NUMBER,exact,exp_0243,0.99,rule,220,+1-202-555-0118
21,PERSON,exact,exp_0244,0.64,gliner_heuristic,9,Ava Thompson
60,AMOUNT,exact,exp_0244,0.99,rule,54,$54.20
74,DATE,exact,exp_0244,0.99,rule,64,2026-04-05
93,VENDOR,exact,exp_0244,0.56,gliner_heuristic,80,Uber Business
113,EMPLOYEE_ID,exact,exp_0244,0.99,rule,107,E-4243
136,INVOICE_ID,exact,exp_0244,0.99,rule,123,INV-2026-0283
154,CARD_LAST4,exact,exp_0244,0.99,rule,150,5043
187,EMAIL,exact,exp_0244,0.99,rule,162,ava.thompson@corp.example
210,PHONE_NUMBER,exact,exp_0244,0.99,rule,195,+1-646-555-0131
19,PERSON,exact,exp_0245,0.64,gliner_heuristic,9,Noah Patel
71,AMOUNT,exact,exp_0245,0.99,rule,64,$420.00
83,AMOUNT,exact,exp_0245,0.99,rule,77,$21.00
95,AMOUNT,exact,exp_0245,0.99,rule,89,$31.15
109,DATE,exact,exp_0245,0.99,rule,99,2026-04-09
162,INVOICE_ID,exact,exp_0245,0.99,rule,149,INV-2026-0284
186,PROJECT_CODE,exact,exp_0245,0.99,rule,172,PC-POLARIS-336
206,COST_CENTER,exact,exp_0245,0.99,rule,200,CC-410
226,EMPLOYEE_ID,exact,exp_0245,0.99,rule,220,E-4244
257,EMAIL,exact,exp_0245,0.99,rule,234,noah.patel@corp.example
280,PHONE_NUMBER,exact,exp_0245,0.99,rule,265,+1-202-555-0118
139,VENDOR,false_positive,exp_0245,0.56,gliner_heuristic,113,vendor North Point Kitchen
21,PERSON,exact,exp_0246,0.64,gliner_heuristic,9,Sarah Brooks
84,VENDOR,exact,exp_0246,0.56,gliner_heuristic,79,Slack
101,DATE,exact,exp_0246,0.99,rule,91,2026-04-13
132,AMOUNT,exact,exp_0246,0.99,rule,123,"$1,250.00"
155,INVOICE_ID,exact,exp_0246,0.99,rule,142,INV-2026-0285
177,PROJECT_CODE,exact,exp_0246,0.99,rule,165,PC-ALPHA-204
197,COST_CENTER,exact,exp_0246,0.99,rule,191,CC-410
217,EMPLOYEE_ID,exact,exp_0246,0.99,rule,211,E-4245
250,EMAIL,exact,exp_0246,0.99,rule,225,sarah.brooks@corp.example
273,PHONE_NUMBER,exact,exp_0246,0.99,rule,258,+1-718-555-0152
19,PERSON,exact,exp_0247,0.64,gliner_heuristic,9,Priya Shah
67,DATE,exact,exp_0247,0.99,rule,57,2026-04-16
87,EMPLOYEE_ID,exact,exp_0247,0.99,rule,81,E-4246
108,VENDOR,exact,exp_0247,0.56,gliner_heuristic,96,Slate & Fork
124,AMOUNT,exact,exp_0247,0.99,rule,117,$362.15
154,CARD_LAST4,exact,exp_0247,0.99,rule,150,5046
222,PROJECT_CODE,exact,exp_0247,0.99,rule,211,PC-NOVA-117
242,COST_CENTER,exact,exp_0247,0.99,rule,236,CC-612
265,INVOICE_ID,exact,exp_0247,0.99,rule,252,INV-2026-0286
309,EMAIL,exact,exp_0247,0.99,rule,286,priya.shah@corp.example
328,PHONE_NUMBER,exact,exp_0247,0.99,rule,313,+1-312-555-0191
406,VENDOR,false_positive,exp_0247,0.56,gliner_heuristic,392,and invoice ID
21,PERSON,exact,exp_0248,0.64,gliner_heuristic,9,Ava Thompson
60,AMOUNT,exact,exp_0248,0.99,rule,54,$28.55
74,DATE,exact,exp_0248,0.99,rule,64,2026-04-09
104,VENDOR,exact,exp_0248,0.56,gliner_heuristic,80,Airport Taxi Cooperative
124,EMPLOYEE_ID,exact,exp_0248,0.99,rule,118,E-4247
147,INVOICE_ID,exact,exp_0248,0.99,rule,134,INV-2026-0287
165,CARD_LAST4,exact,exp_0248,0.99,rule,161,5047
198,EMAIL,exact,exp_0248,0.99,rule,173,ava.thompson@corp.example
221,PHONE_NUMBER,exact,exp_0248,0.99,rule,206,+1-646-555-0131
20,PERSON,exact,exp_0249,0.64,gliner_heuristic,9,Marcus Reed
68,DATE,exact,exp_0249,0.99,rule,58,2026-04-18
88,EMPLOYEE_ID,exact,exp_0249,0.99,rule,82,E-4248
109,VENDOR,exact,exp_0249,0.56,gliner_heuristic,97,Slate & Fork
125,AMOUNT,exact,exp_0249,0.99,rule,118,$512.40
155,CARD_LAST4,exact,exp_0249,0.99,rule,151,5048
219,PROJECT_CODE,exact,exp_0249,0.99,rule,207,PC-ORBIT-518
